0.01,-1.88573206863638
0.02,-1.78194527527662
0.03,-1.68734139736262
0.04,-1.60082188083665
0.05,-1.52145154862546
0.06,-1.44842985505464
0.07,-1.38106793200498
0.08,-1.3187701208765
0.09,-1.2610190084008
0.1,-1.20736322104074
0.11,-1.15740740740741
0.12,-1.11080396827944
0.13,-1.06724619164975
0.14,-1.02646252439158
0.15,-0.988211768802619
0.16,-0.952279035906134
0.17,-0.918472321202928
0.18,-0.886619594957004
0.19,-0.856566319823192
0.2,-0.828173324999922
0.21,-0.801314979102702
0.22,-0.775877614350503
0.23,-0.751758163007325
0.24,-0.728862973760933
0.25,-0.707106781186548
0.26,-0.686411805896083
0.27,-0.666706966616862
0.28,-0.647927188437212
0.29,-0.630012793925715
0.3,-0.612908965875675
0.31,-0.596565272125947
0.32,-0.580935244326774
0.33,-0.565976003705701
0.34,-0.551647927884847
0.35,-0.537914353639919
0.36,-0.524741311200393
0.37,-0.512097286291091
0.38,-0.499953006625962
0.39,-0.48828125
0.4,-0.477056671496956
0.41,-0.466255647648988
0.42,-0.455856135657855
0.43,-0.445837546022671
0.44,-0.436180627122352
0.45,-0.426867360476569
0.46,-0.417880865561216
0.47,-0.409205313186659
0.48,-0.400825846562091
0.49,-0.39272850926966
0.5,-0.384900179459751
0.51,-0.377328509655529
0.52,-0.370001871622201
0.53,-0.362909305815576
0.54,-0.35604047497659
0.55,-0.349385621484342
0.56,-0.342935528120713
0.57,-0.336681481935508
0.58,-0.330615240932802
0.59,-0.32472900332737
0.6,-0.319015379145083
0.61,-0.313467363963484
0.62,-0.308078314608562
0.63,-0.302841926641492
0.64,-0.297752213484933
0.65,-0.292803487052628
0.66,-0.287990339758769
0.67,-0.283307627794939
0.68,-0.278750455572695
0.69,-0.274314161239041
0.7,-0.269994303180304
0.71,-0.265786647437411
0.72,-0.261687155962273
0.73,-0.257691975651074
0.74,-0.253797428095761
0.75,-0.25
0.76,-0.246296334210393
0.77,-0.242683221317812
0.78,-0.23915759178745
0.79,-0.235716508579548
0.8,-0.232357160225841
0.81,-0.229076854329543
0.82,-0.225873011459267
0.83,-0.222743159409578
0.84,-0.219684927803016
0.85,-0.216696043010362
0.86,-0.21377432336768
0.87,-0.210917674670328
0.88,-0.208124085925575
0.89,-0.205391625346863
0.9,-0.202718436573981
0.91,-0.200102735104582
0.92,-0.197542804923515
0.93,-0.195036995317441
0.94,-0.19258371786307
0.95,-0.190181443578183
0.96,-0.187828700225394
0.97,-0.185524069759259
0.98,-0.183266185908015
0.99,-0.18105373188183
1,-0.178885438199983
1.01,-0.17676008062991
1.02,-0.174676478231518
1.03,-0.172633491500622
1.04,-0.170630020605741
1.05,-0.16866500371289
1.06,-0.166737415393328
1.07,-0.164846265109562
1.08,-0.162990595775211
1.09,-0.161169482384582
1.1,-0.159382030708124
1.11,-0.1576273760501
1.12,-0.155904682065102
1.13,-0.154213139630208
1.14,-0.152551965769779
1.15,-0.150920402630092
1.16,-0.149317716501156
1.17,-0.14774319688322
1.18,-0.146196155595645
1.19,-0.144675925925926
1.2,-0.143181861816793
1.21,-0.141713337089447
1.22,-0.140269744701075
1.23,-0.13885049603493
1.24,-0.137455020221316
1.25,-0.136082763487954
1.26,-0.134733188538271
1.27,-0.133405773956219
1.28,-0.132100013636347
1.29,-0.130815416237886
1.3,-0.129551504661693
1.31,-0.128307815548948
1.32,-0.127083898800577
1.33,-0.125879317116413
1.34,-0.124693645553167
1.35,-0.123526471100327
1.36,-0.122377392273152
1.37,-0.121246018721973
1.38,-0.120131970857049
1.39,-0.119034879488267
1.4,-0.117954385479019
1.41,-0.116890139413604
1.42,-0.115841801277565
1.43,-0.114809040150366
1.44,-0.113791533909877
1.45,-0.112788968948143
1.46,-0.111801039897935
1.47,-0.110827449369625
1.48,-0.109867907697934
1.49,-0.108922132698118
1.5,-0.107989849431208
1.51,-0.107070789977899
1.52,-0.106164693220739
1.53,-0.10527130463425
1.54,-0.104390376082673
1.55,-0.10352166562499
1.56,-0.102664937326957
1.57,-0.101819961079822
1.58,-0.100986512425488
1.59,-0.100164372387838
1.6,-0.099353327309974
1.61,-0.098553168697146
1.62,-0.0977636930651244
1.63,-0.0969847017938129
1.64,-0.0962160009858873
1.65,-0.0954574013302647
1.66,-0.0947087179702123
1.67,-0.0939697703759157
1.68,-0.0932403822213335
1.69,-0.0925203812651724
1.7,-0.0918095992358247
1.71,-0.0911078717201166
1.72,-0.0904150380557229
1.73,-0.0897309412271088
1.74,-0.0890554277648663
1.75,-0.0883883476483184
1.76,-0.0877295542112684
1.77,-0.0870789040507787
1.78,-0.0864362569388666
1.79,-0.0858014757370104
1.8,-0.0851744263133632
1.81,-0.084554977462575
1.82,-0.0839430008281299
1.83,-0.0833383708271077
1.84,-0.0827409645772817
1.85,-0.0821506618264707
1.86,-0.0815673448840657
1.87,-0.0809908985546516
1.88,-0.080421210073654
1.89,-0.0798581690449373
1.9,-0.0793016673802876
1.91,-0.0787515992407143
1.92,-0.0782078609795081
1.93,-0.077670351086995
1.94,-0.0771389701369276
1.95,-0.0766136207344593
1.96,-0.0760942074656462
1.97,-0.0755806368484262
1.98,-0.0750728172850252
1.99,-0.0745706590157434
2,-0.0740740740740741
2.01,-0.0735829762431128
2.02,-0.0730972810132128
2.03,-0.0726169055408467
2.04,-0.0721417686086342
2.05,-0.0716717905864986
2.06,-0.0712068933939144
2.07,-0.0707470004632126
2.08,-0.0702920367039075
2.09,-0.0698419284680142
2.1,-0.0693966035163236
2.11,-0.0689559909856059
2.12,-0.0685200213567121
2.13,-0.0680886264235467
2.14,-0.0676617392628819
2.15,-0.0672392942049899
2.16,-0.0668212268050654
2.17,-0.0664074738154158
2.18,-0.0659979731583934
2.19,-0.0655926639000492
2.2,-0.0651914862244837
2.21,-0.0647943814088758
2.22,-0.0644012917991678
2.23,-0.0640121607863863
2.24,-0.0636269327835821
2.25,-0.0632455532033676
2.26,-0.0628679684360362
2.27,-0.0624941258282452
2.28,-0.0621239736622462
2.29,-0.0617574611356455
2.3,-0.0613945383416813
2.31,-0.06103515625
2.32,-0.0606792666879188
2.33,-0.0603268223221599
2.34,-0.0599777766410425
2.35,-0.0596320839371194
2.36,-0.0592896992902464
2.37,-0.0589505785510702
2.38,-0.0586146783249247
2.39,-0.0582819559561235
2.4,-0.0579523695126369
2.41,-0.0576258777711434
2.42,-0.0573024402024442
2.43,-0.0569820169572319
2.44,-0.0566645688522019
2.45,-0.0563500573564986
2.46,-0.0560384445784859
2.47,-0.0557296932528339
2.48,-0.0554237667279123
2.49,-0.0551206289534833
2.5,-0.0548202444686843
2.51,-0.054522578390294
2.52,-0.0542275964012734
2.53,-0.0539352647395744
2.54,-0.0536455501872087
2.55,-0.0533584200595711
2.56,-0.0530738421950083
2.57,-0.0527917849446289
2.58,-0.0525122171623466
2.59,-0.052235108195152
2.6,-0.0519604278736046
2.61,-0.0516881465025422
2.62,-0.0514182348519996
2.63,-0.0511506641483324
2.64,-0.0508854060655404
2.65,-0.0506224327167848
2.66,-0.0503617166460953
2.67,-0.0501032308202614
2.68,-0.0498469486209032
2.69,-0.0495928438367181
2.7,-0.0493408906558968
2.71,-0.0490910636587075
2.72,-0.0488433378102407
2.73,-0.0485976884533131
2.74,-0.0483540913015251
2.75,-0.0481125224324688
2.76,-0.0478729582810826
2.77,-0.0476353756331487
2.78,-0.0473997516189295
2.79,-0.0471660637069412
2.8,-0.0469342896978581
2.81,-0.0467044077185482
2.82,-0.0464763962162337
2.83,-0.0462502339527751
2.84,-0.0460258999990756
2.85,-0.045803373729602
2.86,-0.0455826348170211
2.87,-0.0453636632269469
2.88,-0.0451464392127972
2.89,-0.0449309433107564
2.9,-0.0447171563348421
2.91,-0.0445050593720737
2.92,-0.044294633777739
2.93,-0.0440858611707582
2.94,-0.0438787234291422
2.95,-0.0436732026855428
2.96,-0.0434692813228931
2.97,-0.0432669419701361
2.98,-0.0430661674980385
2.99,-0.0428669410150892
3,-0.0426692458634792
3.01,-0.0424730656151619
3.02,-0.0422783840679917
3.03,-0.0420851852419385
3.04,-0.0418934533753778
3.05,-0.0417031729214531
3.06,-0.04151432854451
3.07,-0.0413269051166003
3.08,-0.0411408877140534
